from_to,gdp_diff_2018,gdp_mean_2018,neighbors,share_lang,PDI_diff,MAS_diff,fb_users_diff,fb_users_perc_mean,fb_users_mean,share_cont
SE-IN,46846.26934872097,30098.495968468316,0,1,46.0,51.0,244700000.0,39.74704367123651,128650000.0,0
SE-IQ,42712.1582326875,32165.55152648505,0,0,49.0,47.0,14976000.0,56.05449807539233,13788000.0,0
SE-IR,39726.3131755104,33658.4740550736,0,0,27.0,38.0,33700000.0,54.07466151605506,23150000.0,0
SE-IT,10485.386865792105,48278.937209932745,0,0,19.0,65.0,23700000.0,55.7160113330804,18150000.0,1
SE-JM,43553.03615000799,31745.112567824806,0,1,14.0,63.0,5200000.0,49.24990184591595,3700000.0,0
SE-JP,11319.2295261599,47862.015879748855,0,0,23.0,90.0,21700000.0,41.97286396788559,17150000.0,0
SE-KE,49078.45153421484,28982.404875721382,0,1,33.0,36.0,700000.0,37.05109318427472,6650000.0,0
SE-KR,10495.334252195004,48273.963516731295,0,0,29.0,34.0,15536000.0,52.09527562747473,14068000.0,0
SE-KW,1831.0616857813002,52606.09979993815,0,0,49.0,47.0,2207000.0,77.54528836242594,5196500.0,0
SE-LB,37467.268186939604,34787.996549359,0,1,49.0,47.0,2333000.0,60.49659665268827,5133500.0,0
SE-LY,38143.0578792125,34450.10170322255,0,0,49.0,47.0,1206000.0,67.00017050207404,5697000.0,0
SE-MX,33425.4739893949,36808.89364813135,0,0,50.0,64.0,71700000.0,60.46866559957068,42150000.0,0
SE-MY,25282.1305591104,40880.5653632736,0,0,73.0,45.0,19220000.0,69.28068072216118,15910000.0,0
SE-NG,48242.78224812825,29400.239518764676,0,1,46.0,41.0,20820000.0,37.08116528192309,16710000.0,0
SE-NL,4304.997854838701,55674.12957024815,0,1,7.0,9.0,3500000.0,59.29444645197697,8050000.0,1
SE-NO,16286.698767855101,61664.980026756355,1,1,0.0,3.0,2900000.0,61.670346632911304,4850000.0,1
SE-NZ,10946.185724869698,48048.53778039395,0,1,9.0,53.0,3200000.0,62.4692795319248,4700000.0,0
SE-PA,21737.316155542303,42652.97256505765,0,0,64.0,39.0,4300000.0,53.31227340024421,4150000.0,0
SE-PE,40433.334804373,33304.963240642304,0,0,33.0,37.0,13700000.0,60.51252364995256,13150000.0,0
SE-PH,44801.02326363484,31121.119011011382,0,1,63.0,59.0,65460000.0,62.715805194863314,39030000.0,0
SE-PK,48668.36408542633,29187.448600115637,0,1,24.0,45.0,30770000.0,38.90166147350053,21685000.0,0
SE-PL,21568.5956091216,42737.332838268005,0,1,37.0,59.0,7700000.0,49.3730868137995,10150000.0,1
SE-PT,18593.0871090542,44225.087088301705,0,0,32.0,26.0,500000.0,59.42301936630632,6050000.0,1
SE-SA,4786.170144607102,51128.54557052525,0,0,49.0,47.0,17420000.0,63.91200736050023,15010000.0,0
SE-SG,47059.52738216319,77051.3943339104,0,1,43.0,43.0,1830000.0,68.42883571203171,5385000.0,0
SE-SL,51827.30416994829,27607.978557854654,0,1,46.0,41.0,5606600.0,34.99889334631809,3496700.0,0
SE-SV,44699.0798684096,31172.090708624,0,0,35.0,35.0,2900000.0,56.77767858619352,4850000.0,0
SE-TH,34991.418854875505,36025.92121539105,0,0,33.0,29.0,39700000.0,63.64549771328563,26150000.0,0
SE-TR,25560.6503592078,40741.3054632249,0,0,35.0,40.0,37700000.0,56.537377575613405,25150000.0,0
SE-TZ,50869.23926520025,28087.011010228674,0,1,33.0,36.0,2029000.0,34.19871639744538,5285500.0,0
SE-US,9542.787766844005,58293.0245262508,0,1,9.0,57.0,233700000.0,66.66675126187698,123150000.0,0
SE-UY,29933.4792530155,38554.89101632105,0,0,30.0,33.0,3900000.0,65.14980712231117,4350000.0,0
SE-ZA,39312.5368094973,33865.36223808015,0,1,18.0,58.0,14980000.0,48.33765615566837,13790000.0,0
SE-ZM,49915.53301085853,28563.864137399534,0,1,33.0,36.0,4047000.0,36.610776232500044,4276500.0,0
SG-AT,43621.0665990991,78770.62472544244,0,0,63.0,31.0,770000.0,58.008128532728165,4085000.0,0
SG-BE,48053.039486110596,76554.6382819367,0,0,9.0,6.0,2030000.0,65.45711020771404,5485000.0,0
SG-CH,28920.951185101803,86120.6824324411,0,0,40.0,22.0,770000.0,58.68971059367473,4085000.0,0
SG-DK,43098.195625085296,79032.06021244935,0,0,56.0,32.0,770000.0,69.30931305041356,4085000.0,0
SG-FI,51000.55282970829,75080.88161013785,0,0,41.0,22.0,1770000.0,61.90641952792348,3585000.0,0
SG-IT,57544.9142479553,71808.70090101435,0,0,24.0,22.0,25530000.0,62.494804198332346,17235000.0,0
SG-NL,42754.52952732449,79203.89326132975,0,1,36.0,34.0,5330000.0,66.07323931722891,7135000.0,0
SG-NO,30772.82861430809,85194.74371783795,0,0,43.0,40.0,1070000.0,68.44913949816323,3935000.0,0
SG-SE,47059.52738216319,77051.3943339104,0,1,43.0,43.0,1830000.0,68.42883571203171,5385000.0,0
SL-AT,55265.76495301239,29327.208949386702,0,0,66.0,33.0,3006600.0,24.57818616701453,2196700.0,0
SL-BE,50833.79206600089,27111.222505880953,0,0,12.0,8.0,5806600.0,32.0271678420004,3596700.0,0
SL-CH,69965.88036700968,36677.26665638535,0,0,43.0,24.0,3006600.0,25.259768227961104,2196700.0,0
SL-DK,55788.63592702619,29588.644436393603,0,0,59.0,30.0,3006600.0,35.879370684699936,2196700.0,0
SL-FI,47886.27872240319,25637.465834082104,0,0,44.0,20.0,2006600.0,28.47647716220985,1696700.0,0
SL-IT,41341.91730415619,22365.285124958602,0,0,27.0,24.0,29306600.0,29.06486183261871,15346700.0,0
SL-NL,56132.30202478699,29760.477485274005,0,1,39.0,32.0,9106600.0,32.643296951515275,5246700.0,0
SL-NO,68114.0029378034,35751.327941782205,0,0,46.0,38.0,2706600.0,35.019197132449605,2046700.0,0
SL-SE,51827.30416994829,27607.978557854654,0,1,46.0,41.0,5606600.0,34.99889334631809,3496700.0,0
SV-AT,48137.5406514737,32891.32110015605,0,0,55.0,39.0,300000.0,46.356971406889954,3550000.0,0
SV-BE,43705.5677644622,30675.3346566503,0,0,1.0,14.0,3100000.0,53.80595308187583,4950000.0,0
SV-CH,62837.65606547099,40241.378807154695,0,0,32.0,30.0,300000.0,47.03855346783653,3550000.0,0
SV-DK,48660.4116254875,33152.75658716295,0,0,48.0,24.0,300000.0,57.658155924575354,3550000.0,0
SV-FI,40758.0544208645,29201.57798485145,0,0,33.0,14.0,700000.0,50.25526240208528,3050000.0,0
SV-IT,34213.693002617496,25929.397275727948,0,0,16.0,30.0,26600000.0,50.843647072494136,16700000.0,0
SV-NL,49004.0777232483,33324.589636043354,0,0,28.0,26.0,6400000.0,54.4220821913907,6600000.0,0
SV-NO,60985.7786362647,39315.44009255155,0,0,35.0,32.0,0.0,56.79798237232503,3400000.0,0
SV-SE,44699.0798684096,31172.090708624,0,0,35.0,35.0,2900000.0,56.77767858619352,4850000.0,0
TH-AT,38429.87963793959,37745.1516069231,0,0,53.0,45.0,42300000.0,53.22479053398207,24850000.0,0
TH-BE,33997.9067509281,35529.16516341735,0,0,1.0,20.0,39500000.0,60.67377220896794,26250000.0,0
TH-CH,53129.99505193689,45095.20931392175,0,0,30.0,36.0,42300000.0,53.90637259492864,24850000.0,0
TH-DK,38952.750611953394,38006.58709393,0,0,46.0,18.0,42300000.0,64.52597505166747,24850000.0,0
TH-FI,31050.3934073304,34055.4084916185,0,0,31.0,8.0,43300000.0,57.12308152917739,24350000.0,0
TH-IT,24506.031989083396,30783.227782495,0,0,14.0,36.0,16000000.0,57.711466199586255,38000000.0,0
TH-NL,39296.416709714205,38178.4201428104,0,0,26.0,20.0,36200000.0,61.28990131848282,27900000.0,0
TH-NO,51278.1176227306,44169.2705993186,0,0,33.0,26.0,42600000.0,63.66580149941714,24700000.0,0
TH-SE,34991.418854875505,36025.92121539105,0,0,33.0,29.0,39700000.0,63.64549771328563,26150000.0,0
TR-AT,28999.111142271897,42460.53585475695,0,0,55.0,34.0,40300000.0,46.11667039630984,23850000.0,0
TR-BE,24567.138255260397,40244.549411251195,0,0,1.0,9.0,37500000.0,53.565652071295716,25250000.0,0
TR-CH,43699.22655626919,49810.593561755595,0,0,32.0,25.0,40300000.0,46.79825245725642,23850000.0,0
TR-DK,29521.982116285697,42721.97134176385,0,0,48.0,29.0,40300000.0,57.41785491399524,23850000.0,0
TR-FI,21619.6249116627,38770.79273945235,0,0,33.0,19.0,41300000.0,50.01496139150517,23350000.0,0
TR-IT,15075.263493415696,35498.61203032885,0,0,16.0,25.0,14000000.0,50.603346061914024,37000000.0,0
TR-NL,29865.6482140465,42893.80439064425,0,0,28.0,31.0,34200000.0,54.18178118081059,26900000.0,0
TR-NO,41847.3491270629,48884.65484715245,0,0,35.0,37.0,40600000.0,56.55768136174492,23700000.0,0
TR-SE,25560.6503592078,40741.3054632249,0,0,35.0,40.0,37700000.0,56.537377575613405,25150000.0,0
TZ-AT,54307.70004826435,29806.241401760723,0,0,53.0,38.0,571000.0,23.778009218141822,3985500.0,0
TZ-BE,49875.72716125285,27590.254958254973,0,0,1.0,13.0,2229000.0,31.22699089312769,5385500.0,0
TZ-CH,69007.81546226164,37156.29910875937,0,0,30.0,29.0,571000.0,24.459591279088396,3985500.0,0
TZ-DK,54830.57102227815,30067.676888767623,0,0,46.0,25.0,571000.0,35.079193735827225,3985500.0,0
TZ-FI,46928.21381765515,26116.498286456124,0,0,31.0,15.0,1571000.0,27.676300213337143,3485500.0,0
TZ-IT,40383.85239940815,22844.317577332622,0,0,14.0,29.0,25729000.0,28.264684883746003,17135500.0,0
TZ-NL,55174.23712003895,30239.509937648025,0,1,26.0,27.0,5529000.0,31.843120002642568,7035500.0,0
TZ-NO,67155.93803305535,36230.360394156225,0,0,33.0,33.0,871000.0,34.219020183576895,3835500.0,0
TZ-SE,50869.23926520025,28087.011010228674,0,1,33.0,36.0,2029000.0,34.19871639744538,5285500.0,0
US-AT,6104.326983779909,60012.25491778285,0,0,29.0,17.0,236300000.0,56.246044082573434,121850000.0,0
US-BE,10536.299870791408,57796.2684742771,0,0,25.0,8.0,233500000.0,63.6950257575593,123250000.0,0
US-CH,8595.788430217384,67362.3126247815,0,0,6.0,8.0,236300000.0,56.92762614352,121850000.0,0
US-DK,5581.456009766109,60273.690404789755,0,0,22.0,46.0,236300000.0,67.54722860025883,121850000.0,0
US-ES,22368.030728124104,51880.40304561076,0,1,17.0,20.0,217000000.0,60.45690791688588,131500000.0,0
US-FI,13483.813214389105,56322.51180247826,0,0,7.0,36.0,237300000.0,60.14433507776875,121350000.0,0
US-GB,15490.930394155112,55318.953212595254,0,1,5.0,4.0,196000000.0,67.95949950990203,142000000.0,0
US-IT,20028.17463263611,53050.33109335475,0,0,10.0,8.0,210000000.0,60.732719748177615,135000000.0,0
US-NL,5237.789912005304,60445.523453670154,0,1,2.0,48.0,230200000.0,64.31115486707418,124900000.0,0
US-NO,6743.911001011096,66436.37391017836,0,0,9.0,54.0,236600000.0,66.6870550480085,121700000.0,0
US-SE,9542.787766844005,58293.0245262508,0,1,9.0,57.0,233700000.0,66.66675126187698,123150000.0,0
UY-AT,33371.9400360796,40274.1214078531,0,0,50.0,41.0,1300000.0,54.72909994300761,3050000.0,0
UY-BE,28939.967149068096,38058.13496434735,0,0,4.0,16.0,4100000.0,62.178081617993485,4450000.0,0
UY-CH,48072.05545007689,47624.179114851744,0,0,27.0,32.0,1300000.0,55.41068200395419,3050000.0,0
UY-DK,33894.8110100934,40535.55689486,0,0,43.0,22.0,1300000.0,66.03028446069303,3050000.0,0
UY-ES,17108.2362917354,32142.269535681,0,1,4.0,4.0,20600000.0,58.93996377732007,12700000.0,0
UY-FI,25992.4538054704,36584.3782925485,0,0,28.0,12.0,300000.0,58.627390938202936,2550000.0,0
UY-IT,19448.092387223394,33312.197583425,0,0,11.0,32.0,27600000.0,59.21577560861179,16200000.0,0
UY-NL,34238.477107854196,40707.3899437404,0,0,23.0,24.0,7400000.0,62.79421072750836,6100000.0,0
UY-NO,46220.178020870604,46698.2404002486,0,0,30.0,30.0,1000000.0,65.1701109084427,2900000.0,0
UY-SE,29933.4792530155,38554.89101632105,0,0,30.0,33.0,3900000.0,65.14980712231117,4350000.0,0
ZA-AT,42750.9975925614,35584.5926296122,0,0,38.0,16.0,17580000.0,37.91694897636481,12490000.0,0
ZA-BE,38319.0247055499,33368.60618610645,0,0,16.0,9.0,14780000.0,45.36593065135068,13890000.0,0
ZA-CH,57451.11300655869,42934.650336610845,0,0,15.0,7.0,17580000.0,38.59853103731138,12490000.0,0
ZA-DK,43273.8685665752,35846.0281166191,0,0,31.0,47.0,17580000.0,49.21813349405021,12490000.0,0
ZA-FI,35371.5113619522,31894.8495143076,0,0,16.0,37.0,18580000.0,41.81523997156013,11990000.0,0
ZA-IT,28827.149943705197,28622.668805184097,0,0,1.0,7.0,8720000.0,42.40362464196899,25640000.0,0
ZA-NL,43617.534664336,36017.861165499504,0,1,11.0,49.0,11480000.0,45.98205976086555,15540000.0,0
ZA-NO,55599.2355773524,42008.7116220077,0,0,18.0,55.0,17880000.0,48.35795994179988,12340000.0,0
ZA-SE,39312.5368094973,33865.36223808015,0,1,18.0,58.0,14980000.0,48.33765615566837,13790000.0,0
ZM-AT,53353.99379392263,30283.094528931582,0,0,53.0,38.0,1447000.0,26.190069053196485,2976500.0,0
ZM-BE,48922.02090691113,28067.108085425833,0,0,1.0,13.0,4247000.0,33.639050728182355,4376500.0,0
ZM-CH,68054.10920791992,37633.15223593023,0,0,30.0,29.0,1447000.0,26.87165111414306,2976500.0,0
ZM-DK,53876.86476793643,30544.530015938482,0,0,46.0,25.0,1447000.0,37.49125357088189,2976500.0,0
ZM-FI,45974.50756331343,26593.351413626984,0,0,31.0,15.0,447000.0,30.088360048391806,2476500.0,0
ZM-IT,39430.14614506643,23321.170704503482,0,0,14.0,29.0,27747000.0,30.676744718800666,16126500.0,0
ZM-NL,54220.530865697234,30716.363064818885,0,1,26.0,27.0,7547000.0,34.255179837697234,6026500.0,0
ZM-NO,66202.23177871363,36707.21352132709,0,0,33.0,33.0,1147000.0,36.631080018631565,2826500.0,0
ZM-SE,49915.53301085853,28563.864137399534,0,1,33.0,36.0,4047000.0,36.610776232500044,4276500.0,0
